name,Landgrant.tf,Public.tf,AAU.tf,entry_term,UGDS,ADM_RATE,C150_4,PCTPELL,n.pell,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,OTHEREXPENSE_FAM,CoA.inState,CoA.outState,otherCosts.tot,fte.tot,fte.in.rat,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOLD,UGDS_HISPOLD,UGDS_MEN,UGDS_WOMEN
Illinois,True,True,True,2003.0,28230.0,0.6016,0.8072,,,7010,18046,5672,782,6618,2476,2476,19362,30398,12352,18024,0.8091298145506419,,,,,,,,0.0323,0.0169,0.6807,0.0756,0.1278,0.0026,0.064,0.5285,0.4715
Northwestern,False,False,True,2003.0,8228.0,0.3291,0.9312,,,28524,28524,21279,1326,8967,2076,2550,43443,43443,14919,36198,0.7460033655868742,,,,,,,,0.0507,0.0764,0.6004,0.0549,0.1638,0.0027,0.051,0.4685,0.5315
Indiana,False,True,True,2003.0,29768.0,0.8113,0.7157,,,6517,17552,8281,740,7000,2950,3920,21127,32162,14610,22891,1.2706766917293233,,,,,,,,0.0434,0.0053,0.8583,0.0391,0.0317,0.0021,0.02,0.4764,0.5236
Iowa,False,True,True,2003.0,19401.0,0.8232,0.6452,,,4993,15285,5292,840,5701,2870,2880,17284,27576,12291,17583,1.0598838373723212,,,,,,,,0.0123,0.0319,0.871,0.0216,0.0349,0.0038,0.0246,0.4592,0.5408
Maryland,True,True,True,2003.0,24898.0,0.4267,0.7071,,,6759,17433,7040,886,7668,2646,2646,20605,31279,13846,20886,1.0415741973664743,,,,,,,,0.0231,0.0645,0.5937,0.1229,0.1374,0.0029,0.0555,0.508,0.492
Michigan,False,True,True,2003.0,24348.0,0.5325,0.8509,,,7975,24778,12613,938,6704,2021,2021,19659,36462,11684,24297,1.5815673981191223,,,,,,,,0.046,0.0523,0.6398,0.0803,0.1259,0.008,0.0476,0.4876,0.5124
MSU,True,True,True,2003.0,34617.0,0.7084,0.6949,,,6633,16663,6507,810,5272,1382,1382,15479,25509,8846,15353,0.9810040705563093,,,,,,,,0.0278,0.0071,0.7896,0.0874,0.0539,0.0068,0.0273,0.4643,0.5357
Minnesota,True,True,True,2003.0,28747.0,0.7601,0.544,,,7116,18746,6856,730,6044,1742,1742,17374,29004,10258,17114,0.9634626194491287,,,,,,,,0.0205,0.026,0.794,0.0438,0.0895,0.0063,0.0198,0.4762,0.5238
Nebraska,True,True,False,2003.0,17708.0,0.7829,0.5947,,,4771,12353,3925,772,5204,2490,2490,15727,23309,10956,14881,0.822678683714106,,,,,,,,0.0264,0.0412,0.8617,0.0213,0.0247,0.0045,0.0201,0.5247,0.4753
Rutgers,True,True,True,2003.0,26860.0,0.544,0.723,,,7927,14441,2394,775,8027,2018,5356,24103,30617,16176,18570,0.3020058029519364,,,,,,,,0.023,0.0462,0.5584,0.0841,0.2048,0.0023,0.0812,0.4761,0.5239
Ohio State,True,True,True,2003.0,36224.0,0.7203,0.621,,,6651,16638,7084,990,6781,2984,3828,21234,31221,14583,21667,1.0651029920312736,,,,,,,,0.0355,0.0172,0.7845,0.0801,0.0555,0.0043,0.023,0.5258,0.4742
Oregon,False,True,True,2003.0,15584.0,0.8574,0.5982,,,4914,16350,7417,900,6570,2350,2350,17084,28520,12170,19587,1.5093610093610093,,,,,,,,0.0479,0.0869,0.7508,0.0167,0.0586,0.0114,0.0277,0.4679,0.5321
Penn State,True,True,True,2003.0,34056.0,0.5661,0.8249,,,9706,19328,9606,928,5958,2394,2844,21830,31452,12124,21730,0.9896970945806718,,,,,,,,0.0227,0.0,0.8465,0.0418,0.0556,0.0009,0.0326,0.5291,0.4709
Washington,False,True,True,2003.0,27962.0,0.7073,0.705,,,4968,16121,7157,900,7968,2649,2649,19134,30287,14166,21323,1.440619967793881,,,,,,,,0.0334,0.1211,0.5286,0.0261,0.2452,0.0103,0.0352,0.4846,0.5154
Wisconsin,True,True,True,2003.0,28217.0,0.6583,0.7582,,,5136,19136,6560,820,6130,2130,1870,16086,30086,10950,17510,1.277258566978193,,,,,,,,0.0338,0.0,0.865,0.0239,0.0478,0.0053,0.0242,0.4714,0.5286
Purdue,True,True,True,2003.0,31596.0,0.7867,0.6717,,,5860,17640,7181,890,6700,1340,2350,17140,28920,11280,18461,1.2254266211604095,,,,,,,,0.062,0.0,0.8309,0.0337,0.0464,0.0042,0.0227,0.6,0.4
UCLA,False,True,True,2004.0,24946.0,0.2351,0.8724,,,6586,23542,6959,1452,11187,2132,3585,24942,41898,18356,25315,1.0566352869723656,,,,,,,,0.0388,0.0641,0.332,0.0332,0.3743,0.0044,0.1532,0.4335,0.5665
USoCal,False,False,True,2004.0,16271.0,0.2698,0.8212,,,30512,30512,16392,644,8998,2214,4232,46600,46600,16088,32480,0.5372312532773991,,,,,,,,0.0855,0.0219,0.4777,0.0655,0.2114,0.0075,0.1305,0.4924,0.5076
Illinois,True,True,True,2004.0,28931.0,0.6259,0.8018,,,7944,20864,6734,920,6848,2490,2490,20692,33612,12748,19482,0.8476837865055388,,,,,,,,0.0376,0.0162,0.6819,0.0685,0.1292,0.0025,0.0641,0.5265,0.4735
Northwestern,False,False,True,2004.0,8501.0,0.3326,0.921,,,30085,30085,22622,1353,9393,2037,2595,45463,45463,15378,38000,0.7519361808210071,,,,,,,,0.0515,0.0743,0.601,0.0543,0.162,0.0031,0.0538,0.4641,0.5359
Indiana,False,True,True,2004.0,29062.0,0.83,0.7111,,,6777,18590,9225,740,7000,4320,3920,22757,34570,15980,25205,1.3612217795484727,,,,,,,,0.0415,0.0128,0.8478,0.0416,0.0319,0.0023,0.022,0.4837,0.5163
Iowa,False,True,True,2004.0,19404.0,0.8321,0.6625,,,5396,16048,6972,840,5882,3110,2770,17998,28650,12602,19574,1.2920681986656783,,,,,,,,0.012,0.0286,0.8733,0.0221,0.0365,0.0044,0.0231,0.4608,0.5392
Maryland,True,True,True,2004.0,24665.0,0.5158,0.7319,,,7410,18710,7999,909,7791,2696,2696,21502,32802,14092,22091,1.0794871794871794,,,,,,,,0.0227,0.0758,0.5847,0.1209,0.1372,0.0029,0.0558,0.5111,0.4889
Michigan,False,True,True,2004.0,24677.0,0.6248,0.8655,,,8201,26027,14475,956,7030,2076,2076,20339,38165,12138,26613,1.765028655042068,,,,,,,,0.0478,0.0575,0.6416,0.0757,0.1221,0.0092,0.046,0.492,0.508
MSU,True,True,True,2004.0,35107.0,0.7943,0.7119,,,6999,17844,8267,826,5502,1420,1420,16167,27012,9168,17435,1.1811687383911988,,,,,,,,0.0284,0.0084,0.7901,0.0838,0.0547,0.0067,0.0277,0.469,0.531
Minnesota,True,True,True,2004.0,28740.0,0.7394,0.5643,,,8230,19860,7712,870,6458,1776,1776,19110,30740,10880,18592,0.9370595382746051,,,,,,,,0.0181,0.0252,0.7929,0.0446,0.0924,0.0066,0.0203,0.4728,0.5272
Nebraska,True,True,False,2004.0,17137.0,0.7449,0.6156,,,5268,13758,4561,850,5555,2554,2554,16781,25271,11513,16074,0.865793470007593,,,,,,,,0.0282,0.0392,0.8586,0.0209,0.0246,0.0052,0.0234,0.5311,0.4689
Rutgers,True,True,True,2004.0,26366.0,0.6123,0.714,,,8564,15599,2639,800,8357,1718,5323,24762,31797,16198,18837,0.30815039701074265,,,,,,,,0.0196,0.0419,0.5515,0.0866,0.215,0.0022,0.0831,0.4824,0.5176
Ohio State,True,True,True,2004.0,36097.0,0.7563,0.621,,,7542,18129,7655,1044,7344,3285,4221,23436,34023,15894,23549,1.014982763192787,,,,,,,,0.0329,0.0188,0.7878,0.0773,0.0547,0.004,0.0244,0.5293,0.4707
Oregon,False,True,True,2004.0,16024.0,0.8439,0.6215,,,5490,16914,7650,900,6894,2350,2350,17984,29408,12494,20144,1.3934426229508197,,,,,,,,0.0445,0.0767,0.7598,0.0175,0.0612,0.0106,0.0297,0.471,0.529
Penn State,True,True,True,2004.0,33958.0,0.5493,0.8341,,,10856,20784,10705,992,6246,2394,2844,23332,33260,12476,23181,0.9860906411201179,,,,,,,,0.0231,0.0,0.8449,0.0415,0.0574,0.001,0.0322,0.534,0.466
Washington,False,True,True,2004.0,26041.0,0.7073,0.7343,,,5286,17916,7497,900,8214,2253,2253,18906,31536,13620,21117,1.4182746878547106,,,,,,,,0.0344,0.0889,0.5336,0.0299,0.2636,0.0117,0.0379,0.4873,0.5127
Wisconsin,True,True,True,2004.0,27852.0,0.6952,0.7599,,,5862,19892,6931,830,5381,2180,1870,16123,30153,10261,17192,1.1823609689525758,,,,,,,,0.0339,0.0,0.8586,0.0247,0.0504,0.006,0.0265,0.4711,0.5289
Purdue,True,True,True,2004.0,31594.0,0.8024,0.6536,,,6092,18700,7978,940,7020,1270,2380,17702,30310,11610,19588,1.309586342744583,,,,,,,,0.0588,0.0,0.8292,0.0344,0.049,0.0045,0.0241,0.5998,0.4002
UCLA,False,True,True,2005.0,24811.0,0.2299,0.8738,,,6504,24324,7618,1485,11928,2178,3663,25758,43578,19254,26872,1.1712792127921279,,,,,,,,0.036,0.0581,0.3357,0.0322,0.3808,0.0045,0.1527,0.435,0.565
USoCal,False,False,True,2005.0,16428.0,0.2661,0.8281,,,32008,32008,17489,750,9610,2214,4232,48814,48814,16806,34295,0.5463946513371657,,,,,,,,0.0848,0.022,0.4818,0.0618,0.2138,0.0077,0.128,0.4894,0.5106
Illinois,True,True,True,2005.0,30251.0,0.6802,0.8267,,,8634,22720,7730,950,7176,2480,,19240,33326,10606,18336,0.8952976604123234,,,,,,,,0.0405,0.0183,0.6805,0.0662,0.1271,0.0029,0.0644,0.5329,0.4671
Northwestern,False,False,True,2005.0,8290.0,0.2995,0.9334,,,31789,31789,23375,1419,9873,2082,2640,47803,47803,16014,39389,0.7353172481046903,,,,,,,,0.0538,0.0672,0.5989,0.054,0.1651,0.0018,0.0591,0.4712,0.5288
Indiana,False,True,True,2005.0,29120.0,0.8465,0.7138,,,7112,19508,9358,740,6800,2950,3920,21522,33918,14410,23768,1.3158042744656917,,,,,,,,0.0406,0.0088,0.8469,0.0458,0.0339,0.0023,0.0216,0.4825,0.5175
Iowa,False,True,True,2005.0,19566.0,0.84,0.6606,,,5612,16998,7101,840,6560,3130,2780,18922,30308,13310,20411,1.2653243050605845,,,,,,,,0.0126,0.0273,0.8725,0.0218,0.0363,0.0046,0.0248,0.4685,0.5315
Maryland,True,True,True,2005.0,24945.0,0.4905,0.7652,,,7821,20145,8540,952,8215,2785,,19773,32097,11952,20492,1.0919319780079273,,,,,,,,0.0207,0.0862,0.5703,0.1254,0.1368,0.0035,0.0571,0.5098,0.4902
Michigan,False,True,True,2005.0,25282.0,0.5699,0.8646,,,9213,27601,14120,980,7374,2076,2076,21719,40107,12506,26626,1.5326169543037014,,,,,,,,0.0469,0.0489,0.6528,0.0725,0.1217,0.0093,0.048,0.4942,0.5058
MSU,True,True,True,2005.0,35330.0,0.7639,0.7375,,,8172,19925,8137,854,5788,1526,,16340,28093,8168,16305,0.995717082721488,,,,,,,,0.0297,0.0088,0.7847,0.0862,0.0547,0.0073,0.0286,0.4637,0.5363
Minnesota,True,True,True,2005.0,28957.0,0.6955,0.6072,,,8622,20252,8616,900,6556,2120,2120,20318,31948,11696,20312,0.9993041057759221,,,,,,,,0.0161,0.0242,0.7916,0.0458,0.093,0.0081,0.0211,0.4711,0.5289
Nebraska,True,True,False,2005.0,17037.0,0.7537,0.6345,,,5540,14450,5242,880,5861,2670,,14951,23861,9411,14653,0.9462093862815885,,,,,,,,0.0272,0.0403,0.8514,0.0222,0.0262,0.006,0.0268,0.5324,0.4676
Rutgers,True,True,True,2005.0,26172.0,0.6063,0.7129,,,9221,16819,2852,815,8838,2311,5374,26559,34157,17338,20190,0.3092940028196508,,,,,,,,0.0182,0.04,0.5418,0.0899,0.2253,0.0021,0.0827,0.4905,0.5095
Ohio State,True,True,True,2005.0,36029.0,0.7347,0.6822,,,8082,19305,8763,1080,7452,3564,,20178,31401,12096,20859,1.0842613214550854,,,,,,,,0.0284,0.0212,0.7919,0.0754,0.0537,0.0041,0.0253,0.5284,0.4716
Oregon,False,True,True,2005.0,16164.0,0.9092,0.6298,,,5613,17445,8493,900,7173,2376,2376,18438,30270,12825,21318,1.51309460181721,,,,,,,,0.0423,0.0736,0.7635,0.0169,0.0607,0.0114,0.0316,0.4725,0.5275
Penn State,True,True,True,2005.0,33672.0,0.5827,0.842,,,11508,21744,11699,1040,7092,2394,,22034,32270,10526,22225,1.0165971498088286,,,,,,,,0.0216,0.0,0.8465,0.0404,0.0581,0.001,0.0324,0.5427,0.4573
Washington,False,True,True,2005.0,25423.0,0.6703,0.7428,,,5610,19907,8453,900,6726,2253,,15489,29786,9879,18332,1.5067736185383245,,,,,,,,0.0346,0.0724,0.5342,0.0312,0.2713,0.0124,0.0439,0.4854,0.5146
Wisconsin,True,True,True,2005.0,28126.0,0.7124,0.767,,,6280,20280,7455,860,5730,2350,2070,17290,31290,11010,18465,1.1871019108280254,,,,,,,,0.0326,0.0,0.8539,0.0252,0.0541,0.0058,0.0283,0.4665,0.5335
Purdue,True,True,True,2005.0,31664.0,0.8495,0.6757,,,6458,19824,8721,980,6830,1800,2930,18998,32364,12540,21261,1.350418086094766,,,,,,,,0.0581,0.0,0.8251,0.0351,0.0509,0.0046,0.0262,0.5998,0.4002
UCLA,False,True,True,2006.0,25431.0,0.2691,0.8934,,,6522,25206,8068,1554,12415,2282,3837,26610,45294,20088,28156,1.23704385157927,,,,,,,,0.0376,0.051,0.3423,0.0297,0.3847,0.0042,0.1504,0.4366,0.5634
USoCal,False,False,True,2006.0,16449.0,0.2541,0.8405,,,33892,33892,18460,750,10190,2180,4198,51210,51210,17318,35778,0.5446713088634486,,,,,,,,0.0885,0.0235,0.4764,0.0588,0.2119,0.0083,0.1326,0.4961,0.5039
Illinois,True,True,True,2006.0,30721.0,0.7545,0.8164,,,9882,23968,8265,1000,7716,2700,,21298,35384,11416,19681,0.8363691560412871,,,,,,,,0.0451,0.0188,0.6714,0.0692,0.1236,0.003,0.0689,0.5293,0.4707
Northwestern,False,False,True,2006.0,8454.0,0.2973,0.9275,,,33408,33408,23314,1488,10266,2127,2685,49974,49974,16566,39880,0.6978568007662835,,,,,,,,0.0509,0.0636,0.603,0.0574,0.1606,0.0013,0.0632,0.4717,0.5283
Indiana,False,True,True,2006.0,29258.0,0.7834,0.7126,,,7460,20472,10016,740,6940,2950,,18090,31102,10630,20646,1.342627345844504,,,,,,,,0.0416,0.0105,0.8428,0.0452,0.0351,0.0025,0.0224,0.4825,0.5175
Iowa,False,True,True,2006.0,19915.0,0.8279,0.6547,,,6135,18359,7447,840,6912,3260,2900,20047,32271,13912,21359,1.2138549307253463,,,,,,,,0.013,0.0305,0.8693,0.0211,0.0356,0.0049,0.0256,0.4739,0.5261
Maryland,True,True,True,2006.0,24640.0,0.4447,0.7905,,,7906,21345,9288,1002,8762,2880,,20550,33989,12644,21932,1.1748039463698456,,,,,,,,0.0211,0.0835,0.5626,0.1293,0.1417,0.0039,0.058,0.5146,0.4854
Michigan,False,True,True,2006.0,25422.0,0.4745,0.869,,,9724,29132,15052,1002,7808,2124,2158,22816,42224,13092,28144,1.5479226655697245,,,,,,,,0.0469,0.0494,0.6603,0.067,0.1204,0.0094,0.0466,0.497,0.503
MSU,True,True,True,2006.0,35521.0,0.7333,0.7395,,,8647,21292,9046,884,6094,1682,,17307,29952,8660,17706,1.04614317104198,,,,,,,,0.0329,0.0102,0.7822,0.0839,0.0541,0.0071,0.0296,0.4619,0.5381
Minnesota,True,True,True,2006.0,28645.0,0.5743,0.6066,,,9173,20803,9350,900,7200,2124,2124,21521,33151,12348,21698,1.019295759293579,,,,,,,,0.0159,0.0224,0.7883,0.0474,0.0964,0.0091,0.0206,0.4695,0.5305
Nebraska,True,True,False,2006.0,17371.0,0.7329,0.6217,,,5867,15317,5292,924,6183,2862,3450,19286,28736,13419,18711,0.901994204874723,,,,,,,,0.0263,0.0385,0.8472,0.0225,0.0273,0.0079,0.0304,0.536,0.464
Rutgers,True,True,True,2006.0,26286.0,0.5823,0.7308,,,9958,18463,10050,900,9312,2128,5465,27763,36268,17805,27855,1.0092388029724844,,,,,,,,0.0179,0.0382,0.5286,0.092,0.2374,0.0019,0.084,0.5006,0.4994
Ohio State,True,True,True,2006.0,37088.0,0.654,0.7117,,,8667,20562,9357,1254,7704,3744,,21369,33264,12702,22059,1.0796123226029768,,,,,,,,0.0246,0.02,0.8003,0.0722,0.053,0.0042,0.0258,0.5318,0.4682
Oregon,False,True,True,2006.0,16282.0,0.9037,0.6344,,,5838,18252,8150,900,7525,2376,2376,19015,31429,13177,21327,1.3960260363138062,,,,,,,,0.0457,0.0674,0.7608,0.0176,0.0615,0.0119,0.0351,0.4714,0.5286
Penn State,True,True,True,2006.0,35710.0,0.6161,0.849,,,12164,22712,21288,1088,7416,2574,,23242,33790,11078,32366,1.750082209799408,,,,,,,,0.0209,0.0,0.8488,0.0403,0.0569,0.001,0.0321,0.5461,0.4539
Washington,False,True,True,2006.0,26002.0,0.6708,0.7492,,,5985,21285,9207,900,8001,2265,2265,19416,34716,13431,22638,1.5383458646616541,,,,,,,,0.0358,0.0647,0.5312,0.0321,0.2752,0.0126,0.0484,0.4832,0.5168
Wisconsin,True,True,True,2006.0,28083.0,0.731,0.7779,,,6726,20726,7728,890,6180,2720,2420,18936,32936,12210,19938,1.1489741302408565,,,,,,,,0.035,0.0,0.8443,0.027,0.0572,0.0058,0.0308,0.471,0.529
Purdue,True,True,True,2006.0,32089.0,0.8456,0.7126,,,7096,21266,9287,990,7140,1920,3090,20236,34406,13140,22427,1.3087655016910935,,,,,,,,0.0574,0.0,0.8216,0.0352,0.0536,0.005,0.0272,0.5965,0.4035
UCLA,False,True,True,2007.0,25928.0,0.2576,0.8998,,,7165,26658,8185,1515,12420,3003,8283,32386,51879,25221,33406,1.1423586880669923,,,,,,,,0.0415,0.0478,0.3418,0.0334,0.3844,0.0042,0.147,0.4466,0.5534
USoCal,False,False,True,2007.0,16091.0,0.2504,0.8458,,,35809,35809,21588,750,10750,2180,4198,53687,53687,17878,39466,0.60286520148566,,,,,,,,0.0869,0.026,0.4778,0.0554,0.2194,0.0079,0.1264,0.5018,0.4982
Illinois,True,True,True,2007.0,30395.0,0.7097,0.8191,,,11130,25216,8729,1200,8196,2624,,23150,37236,12020,20749,0.7842767295597485,,,,,,,,0.0489,0.0211,0.6616,0.0673,0.1287,0.0027,0.0697,0.5295,0.4705
Northwestern,False,False,True,2007.0,8549.0,0.2956,0.9291,,,35429,35429,24973,1548,10776,2026,2610,52389,52389,16960,41933,0.7048745378080103,,,,,,,,0.0501,0.0638,0.5919,0.0602,0.1658,0.0012,0.0671,0.4699,0.5301
Indiana,False,True,True,2007.0,29734.0,0.698,0.7155,,,7837,22316,11636,758,7474,3024,,19093,33572,11256,22892,1.484751818297818,,,,,,,,0.0459,0.0158,0.831,0.0445,0.0368,0.0026,0.0233,0.4895,0.5105
Iowa,False,True,True,2007.0,20207.0,0.8318,0.6585,,,6293,19465,7995,960,7250,3360,2990,20853,34025,14560,22555,1.27045924042587,,,,,,,,0.0145,0.0345,0.8623,0.0225,0.0351,0.0047,0.0264,0.4769,0.5231
Maryland,True,True,True,2007.0,25295.0,0.4704,0.7987,,,7969,22208,9645,1025,8854,3024,,20872,35111,12903,22548,1.210314970510729,,,,,,,,0.0204,0.077,0.5681,0.1305,0.1417,0.0037,0.0585,0.5171,0.4829
Michigan,False,True,True,2007.0,25916.0,0.5032,0.8827,,,10447,31301,15845,1020,8190,2000,2264,23921,44775,13474,29319,1.5167033598162152,,,,,,,,0.0467,0.056,0.6576,0.0629,0.1208,0.0093,0.0467,0.4987,0.5013
MSU,True,True,True,2007.0,35772.0,0.7383,0.7421,,,9690,23550,9740,906,6726,1436,,18758,32618,9068,18808,1.0051599587203301,,,,,,,,0.0407,0.013,0.7779,0.0809,0.0514,0.0072,0.0289,0.4675,0.5325
Minnesota,True,True,True,2007.0,28703.0,0.568,0.6336,,,9598,21228,9540,976,7456,2128,2128,22286,33916,12688,22228,0.9939570743904981,,,,,,,,0.0194,0.024,0.7804,0.0485,0.0967,0.0095,0.0214,0.4708,0.5292
Nebraska,True,True,False,2007.0,18053.0,0.6228,0.6339,,,6216,16236,6232,950,6523,2940,2940,19569,29589,13353,19585,1.0025740025740026,,,,,,,,0.0276,0.0518,0.8299,0.0242,0.0266,0.0071,0.0328,0.5392,0.4608
Rutgers,True,True,True,2007.0,26479.0,0.5629,0.7307,,,10686,19854,10593,925,9762,2282,5804,29459,38627,18773,29366,0.9912970241437394,,,,,,,,0.0165,0.0364,0.5242,0.0916,0.2449,0.0019,0.0845,0.5093,0.4907
Ohio State,True,True,True,2007.0,37848.0,0.5903,0.7139,,,8676,21285,9942,1317,8172,4110,,22275,34884,13599,23541,1.1459197786998616,,,,,,,,0.0239,0.0201,0.8047,0.0693,0.0517,0.0039,0.0264,0.5355,0.4645
Oregon,False,True,True,2007.0,16422.0,0.8808,0.6527,,,6174,19338,8675,1050,7848,2376,2376,19824,32988,13650,22325,1.405085843861354,,,,,,,,0.0481,0.0653,0.7573,0.0176,0.0627,0.012,0.0369,0.4775,0.5225
Penn State,True,True,True,2007.0,35875.0,0.5797,0.8407,,,12844,23712,22572,1168,7740,3456,,25208,36076,12364,34936,1.757396449704142,,,,,,,,0.0245,0.0,0.8444,0.0407,0.0541,0.001,0.0353,0.5493,0.4507
Washington,False,True,True,2007.0,26509.0,0.6464,0.7542,,,6385,22131,9445,1008,8337,2661,2661,21052,36798,14667,24112,1.4792482380579484,,,,,,,,0.0397,0.0581,0.5274,0.034,0.2756,0.0137,0.0515,0.4831,0.5169
Wisconsin,True,True,True,2007.0,28561.0,0.6559,0.7898,,,7185,21435,8322,930,6650,3390,2360,20515,34765,13330,21652,1.1582463465553237,,,,,,,,0.0396,0.0,0.8332,0.0287,0.0592,0.0067,0.0327,0.472,0.528
Purdue,True,True,True,2007.0,31966.0,0.7879,0.7008,,,7416,22224,9615,1050,7530,1970,3190,21156,35964,13740,23355,1.2965210355987056,,,,,,,,0.0635,0.0,0.8127,0.036,0.0541,0.005,0.0287,0.5902,0.4098
UCLA,False,True,True,2008.0,26536.0,0.2357,0.8921,0.3222,8549,7551,27572,8878,1551,12891,3138,8565,33696,53717,26145,35023,1.1757383128062509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0448,0.0463,0.3394,0.0353,0.3816,0.0039,0.1487,0.4463,0.5537
USoCal,False,False,True,2008.0,16283.0,0.2194,0.8794,0.1575,2564,37693,37693,22729,796,11212,2180,4240,56121,56121,18428,41157,0.6030032101451198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0878,0.0273,0.4743,0.0539,0.2317,0.0087,0.1164,0.496,0.504
Illinois,True,True,True,2008.0,30813.0,0.6903,0.8204,0.1581,4871,12106,25890,9603,1200,8764,2510,,24580,38364,12474,22077,0.7932430199900875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0646,0.0213,0.6412,0.0677,0.1337,0.0029,0.0686,0.5338,0.4662
Northwestern,False,False,True,2008.0,8704.0,0.2678,0.935,0.0909,791,37125,37125,26319,1626,11295,2074,2658,54778,54778,17653,43972,0.708929292929293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0545,0.0655,0.5774,0.0562,0.1793,0.001,0.0661,0.4764,0.5236
Indiana,False,True,True,2008.0,31087.0,0.7069,0.7259,0.1346,4184,8231,24769,12727,790,7636,3148,,19805,36343,11574,24301,1.5462276758595555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509,0.015,0.8207,0.0455,0.0404,0.0026,0.025,0.497,0.503
Iowa,False,True,True,2008.0,20079.0,0.8232,0.6605,0.1659,3331,6544,20658,8612,1040,7673,3430,3050,21737,35851,15193,23805,1.3160146699266504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228,0.0382,0.8476,0.0226,0.036,0.0047,0.028,0.4872,0.5128
Maryland,True,True,True,2008.0,25852.0,0.3881,0.8176,0.1453,3756,8005,23075,10236,1025,9308,3024,3024,24386,39456,16381,26617,1.2787008119925047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197,0.0668,0.5727,0.1312,0.1469,0.0031,0.0597,0.5206,0.4794
Michigan,False,True,True,2008.0,25865.0,0.4215,0.8803,0.1266,3274,11037,33069,18397,1048,8590,2054,2354,25083,47115,14046,32443,1.6668478753284408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509,0.0592,0.6549,0.0632,0.1194,0.0078,0.0445,0.5023,0.4977
MSU,True,True,True,2008.0,35854.0,0.7003,0.7519,0.1883,6751,10214,25672,10927,944,7076,1696,,19930,35388,9716,20643,1.0698061484237322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0508,0.016,0.7651,0.081,0.051,0.0073,0.0289,0.4704,0.5296
Minnesota,True,True,True,2008.0,28505.0,0.5253,0.6567,0.1742,4965,10756,14756,10080,976,7280,2132,2132,23276,27276,12520,22600,0.9371513573819263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313,0.0257,0.7637,0.049,0.0979,0.0098,0.0226,0.472,0.528
Nebraska,True,True,False,2008.0,18526.0,0.6305,0.6373,0.1904,3527,6584,17204,5851,990,6882,3206,3206,20868,31488,14284,20135,0.8886695018226003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288,0.0473,0.8321,0.0238,0.026,0.007,0.035,0.5429,0.4571
Rutgers,True,True,True,2008.0,27753.0,0.5577,0.746,0.2519,6990,11540,21488,11524,1431,10639,2724,4769,31103,41051,19563,31087,0.9986135181975736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162,0.0402,0.5158,0.0868,0.2463,0.0016,0.0931,0.5127,0.4873
Ohio State,True,True,True,2008.0,38719.0,0.623,0.7271,0.1913,7406,8679,21918,9992,1383,8352,4140,,22554,35793,13875,23867,1.1512847102200714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297,0.022,0.7987,0.0666,0.0523,0.0037,0.0271,0.5358,0.4642
Oregon,False,True,True,2008.0,17356.0,0.8694,0.6586,0.1985,3445,6435,19992,9085,1050,8211,2412,2412,20520,34077,14085,23170,1.4118104118104118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,0.0667,0.7529,0.0183,0.0652,0.0112,0.0381,0.4916,0.5084
Penn State,True,True,True,2008.0,37171.0,0.5096,0.8463,0.1573,5846,13706,24940,24177,1264,8262,3510,,26742,37976,13036,37213,1.7639719830731067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321,0.0,0.8338,0.041,0.0563,0.001,0.0358,0.5495,0.4505
Washington,False,True,True,2008.0,27365.0,0.6076,0.7691,0.1894,5182,6802,23219,9856,1035,8640,2661,2661,21799,38216,14997,24853,1.4489855924728021,0.5224,0.0332,0.0554,0.2692,0.0124,0.007,0.0,0.0466,0.0538,0.0,0.0,0.0,0.0,0.0,0.4837,0.5163
Wisconsin,True,True,True,2008.0,28777.0,0.6283,0.8134,0.1208,3476,7564,21814,8547,990,6909,3510,2410,21383,35633,13819,22366,1.1299576943416183,0.7895,0.0278,0.0358,0.0555,0.0058,0.0004,0.0039,0.046,0.0353,0.0,0.0,0.0,0.0,0.0,0.4777,0.5223
